route_id,route2,type2,veh_size,carrier,routetype,feature,lim_up,lim_down,buslane,capacity,lot
1242,358,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,1 машина,,60,5
1302,359,bus,БК,ПАТ,пригород,,,,,60,pat
1806,360,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1708,364,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1709,366,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1710,367,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1711,368,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1712,369,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1713,370,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1714,371,bus,МК,"ООО ""Вест-Сервис""",пригород,,,минимум,,20,8
1715,373,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1244,374,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
3790,375,bus,БК,ПАТ,пригород,,КАП,,,60,pat
1880,376,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1717,377,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,8
1718,378,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1719,379,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,1 машина,,60,8
1720,380,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1858,381,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1722,382,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1723,383,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1725,384,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,8
4095,385,bus,СК,"ООО ""Вест-Сервис""",ГП,,,минимум,,40,8
1726,386,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
4215,388,bus,БК,"ООО ""Вест-Сервис""",ГП,Пушкин,частник,,,60,8
1729,389,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1730,390,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1731,392,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
1732,394,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1733,396,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
424,397,bus,БК,ПАТ,ГП,,,,,60,pat
327,398,bus,БК,ПАТ,пригород,кладб,,1 машина,,60,pat
7368,399,bus,БК,"АО ""Третий парк""",ГП,,частник,,,60,2
1835,404,bus,МК,"АО ""Третий парк""",пригород,,,минимум,,20,1
5381,406,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1836,408,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1844,410,bus,БК,"АО ""Третий парк""",пригород,,частник,,,60,1
1837,415,bus,МК,"АО ""Третий парк""",пригород,,,минимум,,20,1
1845,420,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1520,433,bus,БК,"АО ""Третий парк""",ГП,,частник,,,60,2
284,435,bus,СК,"АО ""Третий парк""",ГП,,,минимум,,40,2
1521,436,bus,СК,"АО ""Третий парк""",ГП,,,минимум,,40,2
1543,438,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1776,442,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
1781,443,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
6546,446,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
1772,454,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,6
1777,458,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,6
1783,461,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1784,462,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,1 машина,,60,5
1791,463,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
242,469,bus,СК,"ООО ""Вест-Сервис""",ГП,,,минимум,,40,7
1420,475,bus,СК,"ООО ""Вест-Сервис""",ГП,,,минимум,,40,7
389,476,bus,БК,"ООО ""Вест-Сервис""",ГП,,частник,,,60,7
1768,477,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,6
1563,481,bus,БК,"ООО ""Домтрансавто""",ГП,КрСело,частник,,,60,4
1346,482,bus,СК,"ООО ""Домтрансавто""",ГП,КрСело,,минимум,,40,4
1848,483,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1332,484,bus,СК,"ООО ""Домтрансавто""",ГП,КрСело,,минимум,,40,4
243,485,bus,СК,"ООО ""Вест-Сервис""",ГП,,,минимум,,40,7
1335,487,bus,БК,"ООО ""Вест-Сервис""",ГП,КрСело,частник,,,60,5
1805,489,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1748,493,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1850,494,bus,БК,"АО ""Третий парк""",пригород,,частник,1 машина,,60,1
1851,497,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,2
1752,540,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1755,544,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1760,545,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,8
1769,547,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,6
1839,552,bus,МК,"АО ""Третий парк""",пригород,,,минимум,,20,1
1284,555,bus,СК,"АО ""Третий парк""",ГП,,,минимум,,40,2
1502,567,bus,СК,"АО ""Третий парк""",ГП,,,минимум,,40,2
1551,682,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1552,683,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1554,684,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1557,686,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
8690,101Э,bus,БК,"АО ""Третий парк""",ГП,Кронштадт,частник,,,60,1
1764,109А,bus,БК,"АО ""Третий парк""",ГП,доп,частник,,,60,2
3750,109Б,bus,БК,"АО ""Третий парк""",ГП,,частник,1 машина,,60,2
1342,115А,bus,БК,ПАТ,ГП,,КАП,,,60,pat
8409,127М,bus,ОБК,ПАТ,город,доп,максимум,,,90,pat
1782,129А,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,1 машина,,60,5
2152,134А,bus,БК,"АО ""Третий парк""",город,,частник,,,60,3
2172,134Б,bus,БК,"АО ""Третий парк""",город,,частник,,,60,3
8629,136М,bus,БК,ПАТ,город,,,,,60,pat_temp
1274,13А,bus,БК,ПАТ,город,доп,,,,60,pat
4836,145Б,bus,БК,"ООО ""Вест-Сервис""",ГП,КрСело,частник,,,60,5
8689,145Э,bus,ОБК/БК,ПАТ,ГП,КрСело,,,,80,pat
1775,149А,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
2293,154А,bus,БК,"АО ""Третий парк""",город,,частник,,,60,3
6042,169А,bus,СК,ПАТ,город,,,минимум,,40,pat
7374,180А,bus,СК,"АО ""Третий парк""",город,,,минимум,,40,2
4696,187А,bus,БК,ПАТ,ГП,мега,КАП,,,60,pat
8569,197А,bus,БК,ПАТ,ГП,пром,КАП,1 машина,,60,pat
1660,1КР,bus,БК,"АО ""Третий парк""",пригород,,частник,1 машина,,60,1
1661,1Л,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
8709,204Э,bus,СК,"ООО ""Вест-Сервис""",ГП,Петергоф,,минимум,,40,5
8829,20А,trolley,ТУАХ,ГЭТ,город,,нет ТУАХ ОБК,,,60,get_temp
7111,211Э,bus,БК,"АО ""Третий парк""",ГП,Сестрорецк,частник,,,60,1
6406,214А,bus,СК,"ООО ""Такси""",город,,,минимум,,40,16
7370,214Б,bus,СК,"ООО ""Такси""",город,,,минимум,,40,16
7069,216А,bus,БК,"АО ""Третий парк""",ГП,Сестрорецк,частник,,,60,1
4355,22А,trolley,БК,ГЭТ,город,,,,,60,get_temp
8429,255А,bus,БК,"ООО ""Вест-Сервис""",город,,частник,,,60,7
8430,255Б,bus,БК,"ООО ""Вест-Сервис""",город,,частник,,,60,7
2273,2А,bus,БК,"ООО ""Вест-Сервис""",город,,частник,,,60,5
1662,2КР,bus,БК,"АО ""Третий парк""",пригород,,частник,1 машина,,60,1
4837,2Л,bus,БК,"АО ""Третий парк""",пригород,доп,частник,,,60,1
1542,335А,bus,СК,"ООО ""Вест-Сервис""",пригород,,габарит,минимум,,40,7
1762,337А,bus,БК,"ООО ""Вест-Сервис""",пригород,,частник,,,60,7
8710,343Э,bus,СК,"ООО ""Вест-Сервис""",ГП,Петергоф,масса,минимум,,40,5
3917,351А,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
3918,351Б,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
4896,356Ш,bus,БК,ПАТ,пригород,школьный,,,,60,pat
3791,375А,bus,БК,ПАТ,пригород,,,,,60,pat
1735,396А,bus,СК,"ООО ""Вест-Сервис""",ГП,Колпино,,минимум,,40,7
4162,39Э,bus,ОБК,ПАТ,город,,максимум,,,90,pat
1665,3АЛ,bus,СК,"ООО ""Вест-Сервис""",пригород,доп,,минимум,,40,5
1663,3КР,bus,БК,"АО ""Третий парк""",пригород,,частник,,,60,1
1664,3Л,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
2012,415А,bus,МК,"АО ""Третий парк""",пригород,,,минимум,,20,1
1838,415Ш,bus,БК,"АО ""Третий парк""",пригород,школьный,частник,1 машина,,60,1
1846,420А,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1847,420Б,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1544,438З,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1778,442А,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
1779,458А,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
1780,458Б,bus,СК,"ООО ""Домтрансавто""",пригород,,,минимум,,40,20
1792,463А,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
2615,475А,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,7
1348,482В,bus,СК,"ООО ""Домтрансавто""",ГП,КрСело,,минимум,,40,4
1849,483А,bus,СК,"АО ""Третий парк""",пригород,,,минимум,,40,1
1666,4Л,bus,СК,"ООО ""Вест-Сервис""",пригород,,масса,минимум,,40,5
1840,552А,bus,МК,"АО ""Третий парк""",пригород,,,минимум,,20,1
1903,55А,tram,ОБК,ГЭТ,город,,максимум,,,140,get_temp
1553,683А,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1556,685А,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
3341,68А,bus,СК,"ООО ""Вест-Сервис""",город,,,минимум,,40,6
1668,7Л,bus,СК,"ООО ""Вест-Сервис""",пригород,,,минимум,,40,5
1125,А,tram,ЛМ/ЛВС,ГЭТ,город,доп,,,есть,110,get_tm
7726,А.,tram,ЛМ/ЛВС,ГЭТ,город,доп,,,есть,110,get_tm
7546,Т1,tram,ЛМ,ГЭТ,город,турист,,минимум,,90,get_tm
1098,42,trolley,ТУАХ,ГЭТ,город,,нет ТУАХ ОБК,,,60,get_tb
1766,110,bus,БК,"АО ""Третий парк""",ГП,,частник,,,60,2
9109,315,bus,БК,"АО ""Третий парк""",пригород,,частник,,,60,1
6223,12,trolley,ТУАХ,ГЭТ,город,,нет ТУАХ ОБК,,,60,get_tb
2395,469А,bus,СК,"ООО ""Вест-Сервис""",ГП,,,минимум,,40,7
9129,268,bus,unknown,,,,,,,,
9010,32,bus,unknown,,,,,,,,
9029,323,bus,unknown,,,,,,,,
8769,82Э,bus,ОБК,ПАТ,город,,максимум,,,90,pat
